SID,ISO_TIME,YEAR,MONTH,DAY,HOUR,LAT,LON,WMO_WIND,WMO_PRES,DIST2LAND
2015012N09146,2015-01-13 12:00:00,2015,1,13,12,8.7,141.7,35.0,1002.0,1217
2015012N09146,2015-01-13 18:00:00,2015,1,13,18,9.3,140.8,35.0,1002.0,1254
2015012N09146,2015-01-14 00:00:00,2015,1,14,0,10.0,139.7,35.0,1002.0,1281
2015012N09146,2015-01-14 06:00:00,2015,1,14,6,10.4,138.4,35.0,1000.0,1281
2015012N09146,2015-01-14 12:00:00,2015,1,14,12,11.0,137.1,35.0,1000.0,1209
2015012N09146,2015-01-14 18:00:00,2015,1,14,18,11.3,135.8,35.0,1000.0,1077
2015012N09146,2015-01-15 00:00:00,2015,1,15,0,11.5,134.5,35.0,998.0,944
2015012N09146,2015-01-15 06:00:00,2015,1,15,6,11.7,133.4,35.0,996.0,832
2015012N09146,2015-01-15 12:00:00,2015,1,15,12,11.7,132.5,40.0,994.0,735
2015012N09146,2015-01-15 18:00:00,2015,1,15,18,11.6,131.7,40.0,992.0,647
2015012N09146,2015-01-16 00:00:00,2015,1,16,0,11.5,130.8,45.0,990.0,548
2015012N09146,2015-01-16 06:00:00,2015,1,16,6,11.4,129.8,50.0,985.0,438
2015012N09146,2015-01-16 12:00:00,2015,1,16,12,11.3,128.7,50.0,980.0,318
2015012N09146,2015-01-16 18:00:00,2015,1,16,18,11.1,127.6,60.0,975.0,196
2015012N09146,2015-01-17 00:00:00,2015,1,17,0,11.4,126.7,60.0,975.0,107
2015012N09146,2015-01-17 06:00:00,2015,1,17,6,11.9,125.8,60.0,975.0,39
2015012N09146,2015-01-17 12:00:00,2015,1,17,12,12.4,125.1,45.0,990.0,0
2015012N09146,2015-01-17 18:00:00,2015,1,17,18,12.7,124.3,40.0,992.0,21
2015012N09146,2015-01-18 00:00:00,2015,1,18,0,13.5,123.6,35.0,996.0,0
2015012N09146,2015-01-18 06:00:00,2015,1,18,6,14.0,122.9,35.0,996.0,0
2015012N09146,2015-01-18 12:00:00,2015,1,18,12,14.8,122.6,35.0,1000.0,67
2015038N08158,2015-02-07 18:00:00,2015,2,7,18,11.6,157.6,35.0,1000.0,1765
2015038N08158,2015-02-08 00:00:00,2015,2,8,0,12.0,157.4,40.0,996.0,1797
2015038N08158,2015-02-08 06:00:00,2015,2,8,6,12.1,157.1,45.0,990.0,1794
2015038N08158,2015-02-08 12:00:00,2015,2,8,12,12.1,156.9,45.0,990.0,1786
2015038N08158,2015-02-08 18:00:00,2015,2,8,18,12.1,156.7,50.0,985.0,1778
2015038N08158,2015-02-09 00:00:00,2015,2,9,0,12.2,156.5,50.0,985.0,1780
2015038N08158,2015-02-09 06:00:00,2015,2,9,6,12.4,156.1,55.0,980.0,1786
2015038N08158,2015-02-09 12:00:00,2015,2,9,12,12.6,155.7,60.0,975.0,1794
2015038N08158,2015-02-09 18:00:00,2015,2,9,18,13.0,155.2,70.0,965.0,1822
2015038N08158,2015-02-10 00:00:00,2015,2,10,0,13.6,154.7,80.0,955.0,1873
2015038N08158,2015-02-10 06:00:00,2015,2,10,6,14.2,154.2,90.0,940.0,1928
2015038N08158,2015-02-10 12:00:00,2015,2,10,12,14.7,154.0,80.0,955.0,1979
2015038N08158,2015-02-10 18:00:00,2015,2,10,18,15.1,153.6,65.0,975.0,2016
2015038N08158,2015-02-11 00:00:00,2015,2,11,0,15.3,153.2,50.0,990.0,2032
2015038N08158,2015-02-11 06:00:00,2015,2,11,6,15.6,152.8,40.0,994.0,2060
2015069N04173,2015-03-11 06:00:00,2015,3,11,6,6.8,169.8,35.0,996.0,1974
2015069N04173,2015-03-11 12:00:00,2015,3,11,12,6.8,168.9,35.0,996.0,1925
2015069N04173,2015-03-11 18:00:00,2015,3,11,18,7.2,168.0,35.0,996.0,1921
2015069N04173,2015-03-12 00:00:00,2015,3,12,0,7.5,167.0,35.0,994.0,1909
2015069N04173,2015-03-12 06:00:00,2015,3,12,6,8.1,166.0,35.0,994.0,1936
2015069N04173,2015-03-12 12:00:00,2015,3,12,12,8.4,164.2,40.0,992.0,1865
2015069N04173,2015-03-12 18:00:00,2015,3,12,18,8.5,162.8,40.0,992.0,1778
2015069N04173,2015-03-13 00:00:00,2015,3,13,0,8.8,161.1,40.0,992.0,1690
2015069N04173,2015-03-13 06:00:00,2015,3,13,6,9.1,159.9,40.0,992.0,1642
2015069N04173,2015-03-13 12:00:00,2015,3,13,12,9.8,158.7,40.0,992.0,1641
2015069N04173,2015-03-13 18:00:00,2015,3,13,18,10.9,157.2,45.0,990.0,1676
2015069N04173,2015-03-14 00:00:00,2015,3,14,0,11.8,155.1,45.0,990.0,1689
2015069N04173,2015-03-14 06:00:00,2015,3,14,6,12.5,153.2,45.0,990.0,1721
2015069N04173,2015-03-14 12:00:00,2015,3,14,12,13.2,151.4,45.0,990.0,1770
2015069N04173,2015-03-14 18:00:00,2015,3,14,18,13.7,149.9,45.0,990.0,1791
2015069N04173,2015-03-15 00:00:00,2015,3,15,0,14.0,148.3,45.0,990.0,1806
2015069N04173,2015-03-15 06:00:00,2015,3,15,6,14.1,146.6,45.0,990.0,1814
2015069N04173,2015-03-15 12:00:00,2015,3,15,12,13.4,144.8,45.0,992.0,1747
2015069N04173,2015-03-15 18:00:00,2015,3,15,18,13.3,142.9,40.0,994.0,1748
2015069N04173,2015-03-16 00:00:00,2015,3,16,0,13.3,141.0,35.0,996.0,1673
2015069N04173,2015-03-16 06:00:00,2015,3,16,6,13.9,139.7,35.0,996.0,1544
2015069N04173,2015-03-16 12:00:00,2015,3,16,12,14.4,138.5,35.0,996.0,1428
2015069N04173,2015-03-16 18:00:00,2015,3,16,18,14.9,137.4,35.0,996.0,1321
2015069N04173,2015-03-17 00:00:00,2015,3,17,0,15.2,136.3,35.0,996.0,1214
2015069N04173,2015-03-17 06:00:00,2015,3,17,6,15.3,135.4,35.0,998.0,1124
2015085N06162,2015-03-27 18:00:00,2015,3,27,18,7.6,156.2,35.0,1002.0,1295
2015085N06162,2015-03-28 00:00:00,2015,3,28,0,7.6,155.3,35.0,998.0,1253
2015085N06162,2015-03-28 06:00:00,2015,3,28,6,7.5,154.5,45.0,994.0,1210
2015085N06162,2015-03-28 12:00:00,2015,3,28,12,7.4,153.7,50.0,985.0,1173
2015085N06162,2015-03-28 18:00:00,2015,3,28,18,7.4,153.0,55.0,980.0,1155
2015085N06162,2015-03-29 00:00:00,2015,3,29,0,7.5,152.1,65.0,970.0,1150
2015085N06162,2015-03-29 06:00:00,2015,3,29,6,7.7,151.0,70.0,965.0,1165
2015085N06162,2015-03-29 12:00:00,2015,3,29,12,8.0,149.6,80.0,950.0,1157
2015085N06162,2015-03-29 18:00:00,2015,3,29,18,8.1,148.2,80.0,950.0,1146
2015085N06162,2015-03-30 00:00:00,2015,3,30,0,8.4,147.0,80.0,950.0,1176
2015085N06162,2015-03-30 06:00:00,2015,3,30,6,8.8,145.8,80.0,950.0,1224
2015085N06162,2015-03-30 12:00:00,2015,3,30,12,9.0,144.9,85.0,940.0,1258
2015085N06162,2015-03-30 18:00:00,2015,3,30,18,9.4,143.7,95.0,925.0,1328
2015085N06162,2015-03-31 00:00:00,2015,3,31,0,9.6,142.5,100.0,915.0,1342
2015085N06162,2015-03-31 06:00:00,2015,3,31,6,10.0,141.3,105.0,910.0,1344
2015085N06162,2015-03-31 12:00:00,2015,3,31,12,10.2,139.9,105.0,910.0,1309
2015085N06162,2015-03-31 18:00:00,2015,3,31,18,10.3,138.7,105.0,910.0,1279
2015085N06162,2015-04-01 00:00:00,2015,4,1,0,10.7,137.7,105.0,910.0,1264
2015085N06162,2015-04-01 06:00:00,2015,4,1,6,11.2,136.6,105.0,910.0,1160
2015085N06162,2015-04-01 12:00:00,2015,4,1,12,11.7,135.7,105.0,910.0,1076
2015085N06162,2015-04-01 18:00:00,2015,4,1,18,12.0,134.7,105.0,910.0,976
2015085N06162,2015-04-02 00:00:00,2015,4,2,0,12.3,134.0,95.0,925.0,905
2015085N06162,2015-04-02 06:00:00,2015,4,2,6,12.8,133.4,85.0,940.0,851
2015085N06162,2015-04-02 12:00:00,2015,4,2,12,13.2,132.6,85.0,940.0,778
2015085N06162,2015-04-02 18:00:00,2015,4,2,18,13.7,131.9,85.0,940.0,713
2015085N06162,2015-04-03 00:00:00,2015,4,3,0,14.0,131.1,85.0,945.0,639
2015085N06162,2015-04-03 06:00:00,2015,4,3,6,14.1,130.0,80.0,950.0,531
2015085N06162,2015-04-03 12:00:00,2015,4,3,12,14.2,129.0,75.0,955.0,440
2015085N06162,2015-04-03 18:00:00,2015,4,3,18,14.3,127.8,75.0,960.0,342
2015085N06162,2015-04-04 00:00:00,2015,4,4,0,14.7,126.5,70.0,965.0,243
2015085N06162,2015-04-04 06:00:00,2015,4,4,6,15.1,125.1,55.0,980.0,150
2015085N06162,2015-04-04 12:00:00,2015,4,4,12,15.6,124.0,50.0,985.0,179
2015085N06162,2015-04-04 18:00:00,2015,4,4,18,16.0,123.2,40.0,996.0,109
2015085N06162,2015-04-05 00:00:00,2015,4,5,0,16.3,122.5,35.0,1000.0,32
2015122N07144,2015-05-03 18:00:00,2015,5,3,18,9.5,140.8,35.0,1000.0,1275
2015122N07144,2015-05-04 00:00:00,2015,5,4,0,9.6,140.3,35.0,998.0,1263
2015122N07144,2015-05-04 06:00:00,2015,5,4,6,9.6,140.0,35.0,996.0,1250
2015122N07144,2015-05-04 12:00:00,2015,5,4,12,9.6,139.7,40.0,996.0,1239
2015122N07144,2015-05-04 18:00:00,2015,5,4,18,9.5,139.4,40.0,994.0,1217
2015122N07144,2015-05-05 00:00:00,2015,5,5,0,9.5,139.1,45.0,992.0,1206
2015122N07144,2015-05-05 06:00:00,2015,5,5,6,9.5,138.8,45.0,992.0,1196
2015122N07144,2015-05-05 12:00:00,2015,5,5,12,9.4,138.6,50.0,990.0,1179
2015122N07144,2015-05-05 18:00:00,2015,5,5,18,9.4,138.2,60.0,985.0,1167
2015122N07144,2015-05-06 00:00:00,2015,5,6,0,9.4,137.7,60.0,985.0,1155
2015122N07144,2015-05-06 06:00:00,2015,5,6,6,9.5,136.9,65.0,980.0,1151
2015122N07144,2015-05-06 12:00:00,2015,5,6,12,9.8,136.0,75.0,970.0,1060
2015122N07144,2015-05-06 18:00:00,2015,5,6,18,10.1,135.2,80.0,960.0,982
2015122N07144,2015-05-07 00:00:00,2015,5,7,0,10.6,134.3,80.0,960.0,900
2015122N07144,2015-05-07 06:00:00,2015,5,7,6,11.3,133.1,80.0,960.0,791
2015122N07144,2015-05-07 12:00:00,2015,5,7,12,11.6,132.1,85.0,955.0,690
2015122N07144,2015-05-07 18:00:00,2015,5,7,18,11.8,131.2,85.0,955.0,595
2015122N07144,2015-05-08 00:00:00,2015,5,8,0,12.1,130.2,85.0,955.0,495
2015122N07144,2015-05-08 06:00:00,2015,5,8,6,12.6,129.2,85.0,955.0,404
2015122N07144,2015-05-08 12:00:00,2015,5,8,12,13.3,128.0,85.0,955.0,297
2015122N07144,2015-05-08 18:00:00,2015,5,8,18,13.7,127.1,85.0,955.0,241
2015122N07144,2015-05-09 00:00:00,2015,5,9,0,14.3,126.2,85.0,955.0,199
2015122N07144,2015-05-09 06:00:00,2015,5,9,6,14.9,125.2,90.0,945.0,139
2015122N07144,2015-05-09 12:00:00,2015,5,9,12,15.4,124.6,90.0,945.0,160
2015122N07144,2015-05-09 18:00:00,2015,5,9,18,16.1,123.9,100.0,935.0,174
2015122N07144,2015-05-10 00:00:00,2015,5,10,0,17.0,123.3,110.0,920.0,85
2015122N07144,2015-05-10 06:00:00,2015,5,10,6,17.8,122.6,110.0,920.0,52
2015122N07144,2015-05-10 12:00:00,2015,5,10,12,18.6,122.3,105.0,925.0,22
2015122N07144,2015-05-10 18:00:00,2015,5,10,18,19.6,122.0,100.0,930.0,134
2015122N07144,2015-05-11 00:00:00,2015,5,11,0,20.6,122.0,90.0,945.0,184
2015122N07144,2015-05-11 06:00:00,2015,5,11,6,21.7,122.3,80.0,960.0,146
2015122N07144,2015-05-11 12:00:00,2015,5,11,12,23.3,123.5,70.0,975.0,208
2015122N07144,2015-05-11 18:00:00,2015,5,11,18,25.6,125.6,65.0,980.0,367
2015122N07144,2015-05-12 00:00:00,2015,5,12,0,28.0,128.5,65.0,985.0,393
2015127N04158,2015-05-09 12:00:00,2015,5,9,12,5.3,162.0,35.0,1000.0,1442
2015127N04158,2015-05-09 18:00:00,2015,5,9,18,5.7,161.2,35.0,1000.0,1424
2015127N04158,2015-05-10 00:00:00,2015,5,10,0,6.3,160.3,35.0,1000.0,1414
2015127N04158,2015-05-10 06:00:00,2015,5,10,6,6.8,160.1,35.0,1000.0,1446
2015127N04158,2015-05-10 12:00:00,2015,5,10,12,7.6,160.1,40.0,998.0,1516
2015127N04158,2015-05-10 18:00:00,2015,5,10,18,8.5,160.0,40.0,998.0,1592
2015127N04158,2015-05-11 00:00:00,2015,5,11,0,9.2,159.8,40.0,998.0,1646
2015127N04158,2015-05-11 06:00:00,2015,5,11,6,9.8,159.8,40.0,998.0,1703
2015127N04158,2015-05-11 12:00:00,2015,5,11,12,10.0,159.3,40.0,998.0,1693
2015127N04158,2015-05-11 18:00:00,2015,5,11,18,10.1,158.9,45.0,994.0,1681
2015127N04158,2015-05-12 00:00:00,2015,5,12,0,10.1,158.4,50.0,990.0,1655
2015127N04158,2015-05-12 06:00:00,2015,5,12,6,10.1,158.0,55.0,985.0,1635
2015127N04158,2015-05-12 12:00:00,2015,5,12,12,9.9,157.5,55.0,985.0,1590
2015127N04158,2015-05-12 18:00:00,2015,5,12,18,9.9,156.9,55.0,985.0,1560
2015127N04158,2015-05-13 00:00:00,2015,5,13,0,10.1,156.2,65.0,975.0,1549
2015127N04158,2015-05-13 06:00:00,2015,5,13,6,10.3,155.3,70.0,970.0,1536
2015127N04158,2015-05-13 12:00:00,2015,5,13,12,10.6,154.2,70.0,970.0,1534
2015127N04158,2015-05-13 18:00:00,2015,5,13,18,10.9,153.4,70.0,970.0,1548
2015127N04158,2015-05-14 00:00:00,2015,5,14,0,11.5,152.2,70.0,970.0,1597
2015127N04158,2015-05-14 06:00:00,2015,5,14,6,12.0,151.1,70.0,970.0,1631
2015127N04158,2015-05-14 12:00:00,2015,5,14,12,12.4,149.7,70.0,970.0,1644
2015127N04158,2015-05-14 18:00:00,2015,5,14,18,12.7,148.3,70.0,970.0,1661
2015127N04158,2015-05-15 00:00:00,2015,5,15,0,13.3,146.9,80.0,955.0,1725
2015127N04158,2015-05-15 06:00:00,2015,5,15,6,13.6,145.6,80.0,955.0,1762
2015127N04158,2015-05-15 12:00:00,2015,5,15,12,14.1,144.6,80.0,955.0,1828
2015127N04158,2015-05-15 18:00:00,2015,5,15,18,14.8,143.5,95.0,935.0,1923
2015127N04158,2015-05-16 00:00:00,2015,5,16,0,15.2,142.4,95.0,935.0,1856
2015127N04158,2015-05-16 06:00:00,2015,5,16,6,15.8,141.5,100.0,925.0,1772
2015127N04158,2015-05-16 12:00:00,2015,5,16,12,16.5,140.6,100.0,925.0,1696
2015127N04158,2015-05-16 18:00:00,2015,5,16,18,17.2,139.8,100.0,925.0,1636
2015127N04158,2015-05-17 00:00:00,2015,5,17,0,17.8,139.1,95.0,935.0,1589
2015127N04158,2015-05-17 06:00:00,2015,5,17,6,18.6,138.7,95.0,935.0,1585
2015127N04158,2015-05-17 12:00:00,2015,5,17,12,19.3,138.5,95.0,935.0,1523
2015127N04158,2015-05-17 18:00:00,2015,5,17,18,20.1,138.4,95.0,935.0,1440
2015127N04158,2015-05-18 00:00:00,2015,5,18,0,20.8,138.4,90.0,945.0,1373
2015127N04158,2015-05-18 06:00:00,2015,5,18,6,21.5,138.4,80.0,955.0,1305
2015127N04158,2015-05-18 12:00:00,2015,5,18,12,22.3,138.6,80.0,955.0,1240
2015127N04158,2015-05-18 18:00:00,2015,5,18,18,23.1,138.9,75.0,960.0,1185
2015127N04158,2015-05-19 00:00:00,2015,5,19,0,23.8,139.3,75.0,960.0,1124
2015127N04158,2015-05-19 06:00:00,2015,5,19,6,24.6,139.9,70.0,965.0,1059
2015127N04158,2015-05-19 12:00:00,2015,5,19,12,25.6,141.0,70.0,965.0,1004
2015127N04158,2015-05-19 18:00:00,2015,5,19,18,26.8,142.2,65.0,970.0,928
2015127N04158,2015-05-20 00:00:00,2015,5,20,0,28.2,143.9,65.0,970.0,837
2015127N04158,2015-05-20 06:00:00,2015,5,20,6,30.1,145.9,60.0,975.0,766
2015127N04158,2015-05-20 12:00:00,2015,5,20,12,32.8,148.2,55.0,980.0,743
2015127N04158,2015-05-20 18:00:00,2015,5,20,18,36.2,152.1,55.0,980.0,948
2015171N15112,2015-06-21 00:00:00,2015,6,21,0,15.7,111.4,35.0,996.0,271
2015171N15112,2015-06-21 06:00:00,2015,6,21,6,16.4,111.4,40.0,990.0,268
2015171N15112,2015-06-21 12:00:00,2015,6,21,12,16.8,111.5,45.0,985.0,239
2015171N15112,2015-06-21 18:00:00,2015,6,21,18,17.4,111.4,45.0,985.0,179
2015171N15112,2015-06-22 00:00:00,2015,6,22,0,17.9,111.2,45.0,985.0,123
2015171N15112,2015-06-22 06:00:00,2015,6,22,6,18.5,110.9,45.0,985.0,53
2015171N15112,2015-06-22 12:00:00,2015,6,22,12,18.9,110.4,45.0,985.0,0
2015171N15112,2015-06-22 18:00:00,2015,6,22,18,19.1,109.8,35.0,990.0,0
2015171N15112,2015-06-23 00:00:00,2015,6,23,0,19.7,109.3,35.0,990.0,0
2015171N15112,2015-06-23 06:00:00,2015,6,23,6,19.8,108.6,40.0,990.0,45
2015171N15112,2015-06-23 12:00:00,2015,6,23,12,20.0,107.9,40.0,990.0,107
2015171N15112,2015-06-23 18:00:00,2015,6,23,18,20.2,107.5,40.0,990.0,84
2015171N15112,2015-06-24 00:00:00,2015,6,24,0,20.4,107.2,45.0,985.0,53
2015171N15112,2015-06-24 06:00:00,2015,6,24,6,20.8,106.9,40.0,990.0,10
2015171N15112,2015-06-24 12:00:00,2015,6,24,12,21.3,106.6,35.0,992.0,0
2015180N09160,2015-06-30 12:00:00,2015,6,30,12,9.9,159.9,35.0,998.0,1718
2015180N09160,2015-06-30 18:00:00,2015,6,30,18,10.2,159.3,40.0,996.0,1713
2015180N09160,2015-07-01 00:00:00,2015,7,1,0,10.6,157.9,40.0,994.0,1679
2015180N09160,2015-07-01 06:00:00,2015,7,1,6,11.0,156.8,40.0,994.0,1668
2015180N09160,2015-07-01 12:00:00,2015,7,1,12,11.2,155.5,45.0,990.0,1638
2015180N09160,2015-07-01 18:00:00,2015,7,1,18,11.3,154.2,50.0,985.0,1610
2015180N09160,2015-07-02 00:00:00,2015,7,2,0,11.2,152.2,50.0,985.0,1564
2015180N09160,2015-07-02 06:00:00,2015,7,2,6,10.8,150.4,50.0,985.0,1483
2015180N09160,2015-07-02 12:00:00,2015,7,2,12,10.2,149.1,55.0,980.0,1391
2015180N09160,2015-07-02 18:00:00,2015,7,2,18,10.1,148.4,55.0,980.0,1371
2015180N09160,2015-07-03 00:00:00,2015,7,3,0,10.4,148.1,55.0,980.0,1402
2015180N09160,2015-07-03 06:00:00,2015,7,3,6,10.8,148.4,50.0,985.0,1449
2015180N09160,2015-07-03 12:00:00,2015,7,3,12,11.2,148.6,45.0,990.0,1496
2015180N09160,2015-07-03 18:00:00,2015,7,3,18,11.8,148.7,45.0,990.0,1564
2015180N09160,2015-07-04 00:00:00,2015,7,4,0,12.5,148.2,45.0,990.0,1638
2015180N09160,2015-07-04 06:00:00,2015,7,4,6,13.1,147.2,45.0,990.0,1702
2015180N09160,2015-07-04 12:00:00,2015,7,4,12,13.5,146.2,45.0,990.0,1748
2015180N09160,2015-07-04 18:00:00,2015,7,4,18,13.8,145.7,45.0,990.0,1784
2015180N09160,2015-07-05 00:00:00,2015,7,5,0,14.0,145.1,45.0,990.0,1811
2015180N09160,2015-07-05 06:00:00,2015,7,5,6,14.2,144.9,45.0,990.0,1835
2015180N09160,2015-07-05 12:00:00,2015,7,5,12,15.1,144.2,45.0,990.0,1944
2015180N09160,2015-07-05 18:00:00,2015,7,5,18,15.8,143.2,50.0,985.0,1951
2015180N09160,2015-07-06 00:00:00,2015,7,6,0,16.4,142.4,55.0,980.0,1880
2015180N09160,2015-07-06 06:00:00,2015,7,6,6,17.1,141.0,55.0,980.0,1755
2015180N09160,2015-07-06 12:00:00,2015,7,6,12,17.4,139.8,55.0,980.0,1643
2015180N09160,2015-07-06 18:00:00,2015,7,6,18,17.6,138.6,60.0,975.0,1531
2015180N09160,2015-07-07 00:00:00,2015,7,7,0,17.9,137.5,65.0,970.0,1437
2015180N09160,2015-07-07 06:00:00,2015,7,7,6,18.3,136.4,70.0,965.0,1353
2015180N09160,2015-07-07 12:00:00,2015,7,7,12,18.6,135.4,70.0,965.0,1280
2015180N09160,2015-07-07 18:00:00,2015,7,7,18,19.1,134.4,70.0,965.0,1214
2015180N09160,2015-07-08 00:00:00,2015,7,8,0,19.5,133.6,70.0,965.0,1162
2015180N09160,2015-07-08 06:00:00,2015,7,8,6,20.4,132.7,70.0,965.0,1113
2015180N09160,2015-07-08 12:00:00,2015,7,8,12,21.0,131.7,70.0,965.0,1025
2015180N09160,2015-07-08 18:00:00,2015,7,8,18,21.7,130.6,70.0,965.0,941
2015180N09160,2015-07-09 00:00:00,2015,7,9,0,22.5,129.6,70.0,965.0,815
2015180N09160,2015-07-09 06:00:00,2015,7,9,6,23.3,128.6,75.0,960.0,693
2015180N09160,2015-07-09 12:00:00,2015,7,9,12,24.2,127.6,85.0,945.0,572
2015180N09160,2015-07-09 18:00:00,2015,7,9,18,25.1,126.6,90.0,935.0,463
2015180N09160,2015-07-10 00:00:00,2015,7,10,0,25.7,125.5,90.0,935.0,360
2015180N09160,2015-07-10 06:00:00,2015,7,10,6,26.6,124.7,90.0,935.0,323
2015180N09160,2015-07-10 12:00:00,2015,7,10,12,27.3,124.0,85.0,940.0,260
2015180N09160,2015-07-10 18:00:00,2015,7,10,18,27.8,123.3,85.0,945.0,175
2015180N09160,2015-07-11 00:00:00,2015,7,11,0,28.6,122.8,80.0,950.0,102
2015180N09160,2015-07-11 06:00:00,2015,7,11,6,29.5,122.4,75.0,960.0,48
2015180N09160,2015-07-11 12:00:00,2015,7,11,12,30.4,122.8,70.0,965.0,102
2015180N09160,2015-07-11 18:00:00,2015,7,11,18,31.5,123.1,60.0,970.0,115
2015180N09160,2015-07-12 00:00:00,2015,7,12,0,33.2,123.6,55.0,975.0,222
2015180N09160,2015-07-12 06:00:00,2015,7,12,6,35.0,124.2,50.0,980.0,181
2015180N09160,2015-07-12 12:00:00,2015,7,12,12,36.7,124.7,45.0,985.0,123
2015180N09160,2015-07-12 18:00:00,2015,7,12,18,38.1,125.3,40.0,985.0,0
2015183N13130,2015-07-02 12:00:00,2015,7,2,12,14.8,128.4,35.0,998.0,427
2015183N13130,2015-07-02 18:00:00,2015,7,2,18,15.1,127.6,35.0,998.0,369
2015183N13130,2015-07-03 00:00:00,2015,7,3,0,15.1,126.7,35.0,998.0,281
2015183N13130,2015-07-03 06:00:00,2015,7,3,6,15.2,126.1,40.0,994.0,233
2015183N13130,2015-07-03 12:00:00,2015,7,3,12,15.3,125.4,40.0,990.0,187
2015183N13130,2015-07-03 18:00:00,2015,7,3,18,15.6,125.0,40.0,990.0,194
2015183N13130,2015-07-04 00:00:00,2015,7,4,0,16.1,124.5,40.0,990.0,231
2015183N13130,2015-07-04 06:00:00,2015,7,4,6,16.5,123.9,45.0,985.0,155
2015183N13130,2015-07-04 12:00:00,2015,7,4,12,16.9,123.1,45.0,985.0,63
2015183N13130,2015-07-04 18:00:00,2015,7,4,18,17.2,122.5,45.0,985.0,10
2015183N13130,2015-07-05 00:00:00,2015,7,5,0,17.6,121.9,40.0,990.0,0
2015183N13130,2015-07-05 06:00:00,2015,7,5,6,17.9,120.4,40.0,992.0,10
2015183N13130,2015-07-05 12:00:00,2015,7,5,12,17.9,119.8,40.0,992.0,62
2015183N13130,2015-07-05 18:00:00,2015,7,5,18,18.2,119.5,40.0,992.0,106
2015183N13130,2015-07-06 00:00:00,2015,7,6,0,18.7,119.4,40.0,992.0,130
2015183N13130,2015-07-06 06:00:00,2015,7,6,6,19.2,119.3,40.0,992.0,163
2015183N13130,2015-07-06 12:00:00,2015,7,6,12,19.5,119.3,40.0,992.0,183
2015183N13130,2015-07-06 18:00:00,2015,7,6,18,19.9,119.1,40.0,990.0,230
2015183N13130,2015-07-07 00:00:00,2015,7,7,0,20.2,118.9,40.0,990.0,266
2015183N13130,2015-07-07 06:00:00,2015,7,7,6,20.5,118.8,45.0,985.0,251
2015183N13130,2015-07-07 12:00:00,2015,7,7,12,20.8,118.8,45.0,985.0,232
2015183N13130,2015-07-07 18:00:00,2015,7,7,18,21.1,118.7,45.0,985.0,225
2015183N13130,2015-07-08 00:00:00,2015,7,8,0,21.5,118.7,50.0,980.0,199
2015183N13130,2015-07-08 06:00:00,2015,7,8,6,21.8,118.7,50.0,980.0,182
2015183N13130,2015-07-08 12:00:00,2015,7,8,12,22.2,118.4,50.0,980.0,186
2015183N13130,2015-07-08 18:00:00,2015,7,8,18,22.5,117.7,50.0,980.0,127
2015183N13130,2015-07-09 00:00:00,2015,7,9,0,22.7,116.9,50.0,980.0,46
2015183N13130,2015-07-09 06:00:00,2015,7,9,6,22.9,115.7,50.0,985.0,0
2015183N13130,2015-07-09 12:00:00,2015,7,9,12,22.9,114.4,45.0,992.0,0
2015183N13130,2015-07-09 18:00:00,2015,7,9,18,22.4,112.9,40.0,996.0,0
2015184N08172,2015-07-03 18:00:00,2015,7,3,18,9.7,170.8,35.0,1000.0,2311
2015184N08172,2015-07-04 00:00:00,2015,7,4,0,10.2,170.1,35.0,998.0,2324
2015184N08172,2015-07-04 06:00:00,2015,7,4,6,10.9,168.8,40.0,996.0,2336
2015184N08172,2015-07-04 12:00:00,2015,7,4,12,11.2,167.2,40.0,994.0,2307
2015184N08172,2015-07-04 18:00:00,2015,7,4,18,11.2,165.9,45.0,992.0,2228
2015184N08172,2015-07-05 00:00:00,2015,7,5,0,11.3,164.8,45.0,992.0,2160
2015184N08172,2015-07-05 06:00:00,2015,7,5,6,11.2,163.8,45.0,990.0,2084
2015184N08172,2015-07-05 12:00:00,2015,7,5,12,11.2,162.3,50.0,985.0,1985
2015184N08172,2015-07-05 18:00:00,2015,7,5,18,11.4,161.2,55.0,980.0,1936
2015184N08172,2015-07-06 00:00:00,2015,7,6,0,11.7,159.9,60.0,975.0,1891
2015184N08172,2015-07-06 06:00:00,2015,7,6,6,11.8,158.7,60.0,970.0,1839
2015184N08172,2015-07-06 12:00:00,2015,7,6,12,12.2,157.8,65.0,965.0,1835
2015184N08172,2015-07-06 18:00:00,2015,7,6,18,12.6,156.8,75.0,955.0,1834
2015184N08172,2015-07-07 00:00:00,2015,7,7,0,13.1,155.5,85.0,945.0,1841
2015184N08172,2015-07-07 06:00:00,2015,7,7,6,13.6,154.5,90.0,935.0,1868
2015184N08172,2015-07-07 12:00:00,2015,7,7,12,14.3,153.4,100.0,925.0,1924
2015184N08172,2015-07-07 18:00:00,2015,7,7,18,15.0,152.2,100.0,925.0,1987
2015184N08172,2015-07-08 00:00:00,2015,7,8,0,15.4,150.7,95.0,930.0,1993
2015184N08172,2015-07-08 06:00:00,2015,7,8,6,15.4,149.9,90.0,935.0,1979
2015184N08172,2015-07-08 12:00:00,2015,7,8,12,16.0,149.0,90.0,935.0,2035
2015184N08172,2015-07-08 18:00:00,2015,7,8,18,16.6,147.8,95.0,930.0,2095
2015184N08172,2015-07-09 00:00:00,2015,7,9,0,17.0,146.9,95.0,930.0,2116
