SID,YEAR,MONTH,DAY,HOUR,LAT,LON,DELTA_LAT_6h,DELTA_LON_6h,TARGET_WIND_6h,DELTA_LAT_12h,DELTA_LON_12h,TARGET_WIND_12h,DELTA_LAT_24h,DELTA_LON_24h,TARGET_WIND_24h
2015218N18149,2015,8,8,12,26.5,142.3,0.3999999999999986,-0.8000000000000114,0.0,0.6999999999999993,-1.4000000000000057,0.0,2.1000000000000014,-1.700000000000017,0.0
2015218N18149,2015,8,8,18,26.9,141.5,0.3000000000000007,-0.5999999999999943,0.0,0.9000000000000021,-0.6999999999999886,0.0,2.3000000000000007,-1.0999999999999943,0.0
2015218N18149,2015,8,9,0,27.2,140.9,0.6000000000000014,-0.09999999999999432,0.0,1.4000000000000021,-0.30000000000001137,0.0,2.6000000000000014,-0.5,0.0
2015218N18149,2015,8,9,6,27.8,140.8,0.8000000000000007,-0.20000000000001705,0.0,1.3999999999999986,-0.4000000000000057,0.0,2.599999999999998,-0.10000000000002274,0.0
2015218N18149,2015,8,9,12,28.6,140.6,0.5999999999999979,-0.19999999999998863,0.0,1.1999999999999993,-0.19999999999998863,0.0,2.1999999999999993,0.5,0.0
2015218N18149,2015,8,9,18,29.2,140.4,0.6000000000000014,0.0,0.0,1.1999999999999993,0.29999999999998295,0.0,2.0,1.4000000000000057,5.0
2015218N18149,2015,8,10,0,29.8,140.4,0.5999999999999979,0.29999999999998295,0.0,1.0,0.6999999999999886,0.0,1.6999999999999993,2.299999999999983,5.0
2015218N18149,2015,8,10,6,30.4,140.7,0.40000000000000213,0.4000000000000057,0.0,0.8000000000000007,1.1000000000000227,5.0,1.7000000000000028,2.9000000000000057,5.0
2015218N18149,2015,8,10,12,30.8,141.1,0.3999999999999986,0.700000000000017,5.0,0.6999999999999993,1.5999999999999943,5.0,1.5999999999999979,3.5999999999999943,5.0
2015218N18149,2015,8,10,18,31.2,141.8,0.3000000000000007,0.8999999999999773,0.0,0.9000000000000021,1.799999999999983,0.0,1.8000000000000007,4.099999999999994,-5.0
2015218N18149,2015,8,11,0,31.5,142.7,0.6000000000000014,0.9000000000000057,0.0,0.8999999999999986,2.0,0.0,1.8999999999999986,4.400000000000006,-5.0
2015218N18149,2015,8,11,6,32.1,143.6,0.29999999999999716,1.0999999999999943,0.0,0.8999999999999986,2.3000000000000114,-5.0,1.6000000000000014,4.700000000000017,-5.0
2015218N18149,2015,8,11,12,32.4,144.7,0.6000000000000014,1.200000000000017,-5.0,1.0,2.4000000000000057,-5.0,1.5,5.300000000000011,-5.0
2015218N18149,2015,8,11,18,33.0,145.9,0.3999999999999986,1.1999999999999886,0.0,0.7000000000000028,2.4000000000000057,0.0,1.1000000000000014,5.799999999999983,0.0
2015218N18149,2015,8,12,0,33.4,147.1,0.30000000000000426,1.200000000000017,0.0,0.5,2.9000000000000057,0.0,1.7000000000000028,6.400000000000006,0.0
2015218N18149,2015,8,12,6,33.7,148.3,0.19999999999999574,1.6999999999999886,0.0,0.3999999999999986,3.3999999999999773,0.0,2.1999999999999957,7.0,0.0
2015218N18149,2015,8,12,12,33.9,150.0,0.20000000000000284,1.6999999999999886,0.0,1.2000000000000028,3.5,0.0,2.6000000000000014,7.0,0.0
2015218N18149,2015,8,12,18,34.1,151.7,1.0,1.8000000000000114,0.0,1.7999999999999972,3.6000000000000227,0.0,3.0,7.600000000000023,0.0
2015218N18149,2015,8,13,0,35.1,153.5,0.7999999999999972,1.8000000000000114,0.0,1.3999999999999986,3.5,0.0,,,
2015218N18149,2015,8,13,6,35.9,155.3,0.6000000000000014,1.6999999999999886,0.0,1.2000000000000028,4.0,0.0,,,
2015218N18149,2015,8,13,12,36.5,157.0,0.6000000000000014,2.3000000000000114,0.0,,,,,,
2015218N18149,2015,8,13,18,37.1,159.3,,,,,,,,,
2015226N12151,2015,8,14,18,13.0,148.2,0.5,-1.0999999999999943,10.0,0.9000000000000004,-1.799999999999983,10.0,1.4000000000000004,-3.0,20.0
2015226N12151,2015,8,15,0,13.5,147.1,0.40000000000000036,-0.6999999999999886,0.0,0.8000000000000007,-1.299999999999983,5.0,1.1999999999999993,-2.4000000000000057,15.0
2015226N12151,2015,8,15,6,13.9,146.4,0.40000000000000036,-0.5999999999999943,5.0,0.5,-1.200000000000017,10.0,1.1999999999999993,-2.200000000000017,15.0
2015226N12151,2015,8,15,12,14.3,145.8,0.09999999999999964,-0.6000000000000227,5.0,0.3999999999999986,-1.1000000000000227,10.0,1.1999999999999993,-2.200000000000017,15.0
2015226N12151,2015,8,15,18,14.4,145.2,0.29999999999999893,-0.5,5.0,0.6999999999999993,-1.0,5.0,1.5999999999999996,-2.5,20.0
2015226N12151,2015,8,16,0,14.7,144.7,0.40000000000000036,-0.5,0.0,0.8000000000000007,-1.0999999999999943,5.0,1.8000000000000007,-3.0,25.0
2015226N12151,2015,8,16,6,15.1,144.2,0.40000000000000036,-0.5999999999999943,5.0,0.9000000000000004,-1.5,15.0,1.9000000000000004,-3.6999999999999886,35.0
2015226N12151,2015,8,16,12,15.5,143.6,0.5,-0.9000000000000057,10.0,1.0,-1.9000000000000057,20.0,1.8999999999999986,-4.400000000000006,30.0
2015226N12151,2015,8,16,18,16.0,142.7,0.5,-1.0,10.0,1.0,-2.1999999999999886,20.0,1.8000000000000007,-5.0,20.0
2015226N12151,2015,8,17,0,16.5,141.7,0.5,-1.1999999999999886,10.0,0.8999999999999986,-2.5,10.0,1.6999999999999993,-5.599999999999994,10.0
2015226N12151,2015,8,17,6,17.0,140.5,0.3999999999999986,-1.3000000000000114,0.0,0.8000000000000007,-2.8000000000000114,0.0,1.6000000000000014,-5.900000000000006,0.0
2015226N12151,2015,8,17,12,17.4,139.2,0.40000000000000213,-1.5,0.0,0.8000000000000007,-3.0999999999999943,0.0,1.3000000000000007,-6.299999999999983,0.0
2015226N12151,2015,8,17,18,17.8,137.7,0.3999999999999986,-1.5999999999999943,0.0,0.8000000000000007,-3.0999999999999943,0.0,1.0,-6.5,-10.0
2015226N12151,2015,8,18,0,18.2,136.1,0.40000000000000213,-1.5,0.0,0.5,-3.1999999999999886,0.0,0.6000000000000014,-6.299999999999983,-10.0
2015226N12151,2015,8,18,6,18.6,134.6,0.09999999999999787,-1.6999999999999886,0.0,0.1999999999999993,-3.4000000000000057,-10.0,0.29999999999999716,-6.199999999999989,-10.0
2015226N12151,2015,8,18,12,18.7,132.9,0.10000000000000142,-1.700000000000017,-10.0,0.10000000000000142,-3.0999999999999943,-10.0,0.1999999999999993,-5.6000000000000085,-5.0
2015226N12151,2015,8,18,18,18.8,131.2,0.0,-1.3999999999999773,0.0,0.09999999999999787,-2.799999999999983,0.0,0.09999999999999787,-5.099999999999994,5.0
2015226N12151,2015,8,19,0,18.8,129.8,0.09999999999999787,-1.4000000000000057,0.0,0.09999999999999787,-2.500000000000014,5.0,0.09999999999999787,-4.500000000000014,5.0
2015226N12151,2015,8,19,6,18.9,128.4,0.0,-1.1000000000000085,5.0,0.0,-2.3000000000000114,5.0,0.0,-3.700000000000003,0.0
2015226N12151,2015,8,19,12,18.9,127.3,0.0,-1.2000000000000028,0.0,0.0,-2.0,0.0,0.10000000000000142,-3.299999999999997,-5.0
2015226N12151,2015,8,19,18,18.9,126.1,0.0,-0.7999999999999972,0.0,0.0,-1.3999999999999915,-5.0,0.20000000000000284,-2.8999999999999915,-5.0
2015226N12151,2015,8,20,0,18.9,125.3,0.0,-0.5999999999999943,-5.0,0.10000000000000142,-1.2999999999999972,-5.0,0.3000000000000007,-2.3999999999999915,-5.0
2015226N12151,2015,8,20,6,18.9,124.7,0.10000000000000142,-0.7000000000000028,0.0,0.20000000000000284,-1.5,0.0,0.40000000000000213,-2.299999999999997,0.0
2015226N12151,2015,8,20,12,19.0,124.0,0.10000000000000142,-0.7999999999999972,0.0,0.1999999999999993,-1.0999999999999943,0.0,0.3999999999999986,-1.5999999999999943,-5.0
2015226N12151,2015,8,20,18,19.1,123.2,0.09999999999999787,-0.29999999999999716,0.0,0.1999999999999993,-0.7999999999999972,0.0,0.5,-0.7000000000000028,-5.0
2015226N12151,2015,8,21,0,19.2,122.9,0.10000000000000142,-0.5,0.0,0.1999999999999993,-0.5,-5.0,0.9000000000000021,-0.30000000000001137,-5.0
2015226N12151,2015,8,21,6,19.3,122.4,0.09999999999999787,0.0,-5.0,0.3000000000000007,0.09999999999999432,-5.0,1.3999999999999986,0.29999999999999716,-5.0
2015226N12151,2015,8,21,12,19.4,122.4,0.20000000000000284,0.09999999999999432,0.0,0.7000000000000028,0.19999999999998863,0.0,2.0,0.6999999999999886,0.0
2015226N12151,2015,8,21,18,19.6,122.5,0.5,0.09999999999999432,0.0,1.0999999999999979,0.20000000000000284,0.0,2.6999999999999993,0.7000000000000028,0.0
2015226N12151,2015,8,22,0,20.1,122.6,0.5999999999999979,0.10000000000000853,0.0,1.2999999999999972,0.5,0.0,3.099999999999998,0.7000000000000028,0.0
2015226N12151,2015,8,22,6,20.7,122.7,0.6999999999999993,0.3999999999999915,0.0,1.6000000000000014,0.5,0.0,3.1000000000000014,0.7999999999999972,5.0
2015226N12151,2015,8,22,12,21.4,123.1,0.9000000000000021,0.10000000000000853,0.0,1.8000000000000007,0.20000000000000284,0.0,3.1000000000000014,0.9000000000000057,15.0
2015226N12151,2015,8,22,18,22.3,123.2,0.8999999999999986,0.09999999999999432,0.0,1.5,0.29999999999999716,5.0,2.8999999999999986,1.3999999999999915,20.0
2015226N12151,2015,8,23,0,23.2,123.3,0.6000000000000014,0.20000000000000284,5.0,1.3000000000000007,0.7000000000000028,15.0,3.0,2.6000000000000085,20.0
2015226N12151,2015,8,23,6,23.8,123.5,0.6999999999999993,0.5,10.0,1.3999999999999986,1.0999999999999943,15.0,4.099999999999998,3.9000000000000057,15.0
2015226N12151,2015,8,23,12,24.5,124.0,0.6999999999999993,0.5999999999999943,5.0,1.6999999999999993,1.9000000000000057,5.0,5.100000000000001,4.800000000000011,-5.0
2015226N12151,2015,8,23,18,25.2,124.6,1.0,1.3000000000000114,0.0,2.6999999999999993,2.8000000000000114,0.0,6.400000000000002,5.400000000000006,-10.0
2015226N12151,2015,8,24,0,26.2,125.9,1.6999999999999993,1.5,0.0,3.400000000000002,2.9000000000000057,-10.0,7.699999999999999,4.599999999999994,-30.0
2015226N12151,2015,8,24,6,27.9,127.4,1.7000000000000028,1.4000000000000057,-10.0,3.700000000000003,2.5999999999999943,-10.0,7.300000000000004,3.5999999999999943,-30.0
2015226N12151,2015,8,24,12,29.6,128.8,2.0,1.1999999999999886,0.0,4.299999999999997,1.6999999999999886,-20.0,,,
2015226N12151,2015,8,24,18,31.6,130.0,2.299999999999997,0.5,-20.0,3.6000000000000014,1.0,-20.0,,,
2015226N12151,2015,8,25,0,33.9,130.5,1.3000000000000043,0.5,0.0,,,,,,
2015226N12151,2015,8,25,6,35.2,131.0,,,,,,,,,
2015226N15164,2015,8,14,18,14.9,162.3,-0.09999999999999964,-0.10000000000002274,0.0,0.0,-0.30000000000001137,0.0,0.0,-1.0,10.0
2015226N15164,2015,8,15,0,14.8,162.2,0.09999999999999964,-0.19999999999998863,0.0,0.1999999999999993,-0.5,5.0,-0.20000000000000107,-1.299999999999983,10.0
2015226N15164,2015,8,15,6,14.9,162.0,0.09999999999999964,-0.30000000000001137,5.0,0.0,-0.6999999999999886,10.0,-0.40000000000000036,-1.5999999999999943,15.0
2015226N15164,2015,8,15,12,15.0,161.7,-0.09999999999999964,-0.39999999999997726,5.0,-0.40000000000000036,-0.799999999999983,5.0,-0.5999999999999996,-1.6999999999999886,15.0
2015226N15164,2015,8,15,18,14.9,161.3,-0.3000000000000007,-0.4000000000000057,0.0,-0.40000000000000036,-0.9000000000000057,5.0,-0.5999999999999996,-1.700000000000017,15.0
2015226N15164,2015,8,16,0,14.6,160.9,-0.09999999999999964,-0.5,5.0,-0.1999999999999993,-0.9000000000000057,10.0,-0.09999999999999964,-1.8000000000000114,20.0
2015226N15164,2015,8,16,6,14.5,160.4,-0.09999999999999964,-0.4000000000000057,5.0,-0.1999999999999993,-0.8000000000000114,10.0,0.1999999999999993,-1.9000000000000057,25.0
2015226N15164,2015,8,16,12,14.4,160.0,-0.09999999999999964,-0.4000000000000057,5.0,0.09999999999999964,-0.9000000000000057,10.0,0.6999999999999993,-2.0,25.0
2015226N15164,2015,8,16,18,14.3,159.6,0.1999999999999993,-0.5,5.0,0.3999999999999986,-1.0999999999999943,15.0,1.3999999999999986,-2.5999999999999943,30.0
2015226N15164,2015,8,17,0,14.5,159.1,0.1999999999999993,-0.5999999999999943,10.0,0.5999999999999996,-1.0999999999999943,15.0,1.4000000000000004,-2.9000000000000057,30.0
2015226N15164,2015,8,17,6,14.7,158.5,0.40000000000000036,-0.5,5.0,1.0,-1.5,15.0,1.6000000000000014,-3.0,20.0
2015226N15164,2015,8,17,12,15.1,158.0,0.5999999999999996,-1.0,10.0,0.8000000000000007,-1.8000000000000114,15.0,1.9000000000000004,-3.0999999999999943,15.0
2015226N15164,2015,8,17,18,15.7,157.0,0.20000000000000107,-0.8000000000000114,5.0,0.6000000000000014,-1.5,5.0,2.1999999999999993,-3.1999999999999886,5.0
2015226N15164,2015,8,18,0,15.9,156.2,0.40000000000000036,-0.6999999999999886,0.0,1.0999999999999996,-1.299999999999983,0.0,2.799999999999999,-3.299999999999983,5.0
2015226N15164,2015,8,18,6,16.3,155.5,0.6999999999999993,-0.5999999999999943,0.0,1.5999999999999979,-1.6999999999999886,0.0,2.8000000000000007,-3.5999999999999943,5.0
2015226N15164,2015,8,18,12,17.0,154.9,0.8999999999999986,-1.0999999999999943,0.0,1.6999999999999993,-2.0,5.0,2.6999999999999993,-3.5999999999999943,5.0
2015226N15164,2015,8,18,18,17.9,153.8,0.8000000000000007,-0.9000000000000057,5.0,1.2000000000000028,-1.9000000000000057,5.0,2.5,-3.4000000000000057,5.0
2015226N15164,2015,8,19,0,18.7,152.9,0.40000000000000213,-1.0,0.0,1.0,-1.5999999999999943,0.0,2.5,-3.4000000000000057,0.0
2015226N15164,2015,8,19,6,19.1,151.9,0.5999999999999979,-0.5999999999999943,0.0,1.2999999999999972,-1.5,0.0,2.8999999999999986,-3.3000000000000114,-5.0
2015226N15164,2015,8,19,12,19.7,151.3,0.6999999999999993,-0.9000000000000057,0.0,1.5,-1.8000000000000114,0.0,2.900000000000002,-3.5,-5.0
2015226N15164,2015,8,19,18,20.4,150.4,0.8000000000000007,-0.9000000000000057,0.0,1.6000000000000014,-1.8000000000000114,-5.0,2.900000000000002,-3.3000000000000114,-10.0
2015226N15164,2015,8,20,0,21.2,149.5,0.8000000000000007,-0.9000000000000057,-5.0,1.4000000000000021,-1.6999999999999886,-5.0,2.900000000000002,-3.0,-10.0
2015226N15164,2015,8,20,6,22.0,148.6,0.6000000000000014,-0.799999999999983,0.0,1.3000000000000007,-1.5,-5.0,3.0,-2.5999999999999943,-10.0
2015226N15164,2015,8,20,12,22.6,147.8,0.6999999999999993,-0.700000000000017,-5.0,1.5,-1.3000000000000114,-5.0,3.0,-2.3000000000000114,-10.0
2015226N15164,2015,8,20,18,23.3,147.1,0.8000000000000007,-0.5999999999999943,0.0,1.6999999999999993,-1.0999999999999943,-5.0,3.099999999999998,-1.9000000000000057,-10.0
2015226N15164,2015,8,21,0,24.1,146.5,0.8999999999999986,-0.5,-5.0,1.5,-1.0,-5.0,2.8999999999999986,-1.5999999999999943,-10.0
2015226N15164,2015,8,21,6,25.0,146.0,0.6000000000000014,-0.5,0.0,1.3999999999999986,-0.8000000000000114,-5.0,2.6000000000000014,-1.0,-5.0
2015226N15164,2015,8,21,12,25.6,145.5,0.7999999999999972,-0.30000000000001137,-5.0,1.3999999999999986,-0.5999999999999943,-5.0,2.6999999999999993,-0.4000000000000057,-5.0
2015226N15164,2015,8,21,18,26.4,145.2,0.6000000000000014,-0.29999999999998295,0.0,1.2000000000000028,-0.19999999999998863,0.0,2.6000000000000014,0.0,0.0
2015226N15164,2015,8,22,0,27.0,144.9,0.6000000000000014,0.09999999999999432,0.0,1.3000000000000007,0.19999999999998863,0.0,2.6000000000000014,0.5999999999999943,0.0
2015226N15164,2015,8,22,6,27.6,145.0,0.6999999999999993,0.09999999999999432,0.0,1.3999999999999986,0.19999999999998863,0.0,2.3999999999999986,1.0,0.0
2015226N15164,2015,8,22,12,28.3,145.1,0.6999999999999993,0.09999999999999432,0.0,1.3000000000000007,0.4000000000000057,0.0,2.3000000000000007,1.5999999999999943,-5.0
2015226N15164,2015,8,22,18,29.0,145.2,0.6000000000000014,0.30000000000001137,0.0,1.0,0.8000000000000114,0.0,2.3000000000000007,2.200000000000017,-5.0
2015226N15164,2015,8,23,0,29.6,145.5,0.3999999999999986,0.5,0.0,1.0,1.1999999999999886,-5.0,2.3999999999999986,2.5999999999999943,-5.0
2015226N15164,2015,8,23,6,30.0,146.0,0.6000000000000014,0.6999999999999886,-5.0,1.3000000000000007,1.4000000000000057,-5.0,2.6000000000000014,3.1999999999999886,-10.0
2015226N15164,2015,8,23,12,30.6,146.7,0.6999999999999993,0.700000000000017,0.0,1.3999999999999986,1.4000000000000057,0.0,2.299999999999997,4.200000000000017,-10.0
2015226N15164,2015,8,23,18,31.3,147.4,0.6999999999999993,0.6999999999999886,0.0,1.3000000000000007,1.799999999999983,-5.0,2.599999999999998,5.599999999999994,-15.0
2015226N15164,2015,8,24,0,32.0,148.1,0.6000000000000014,1.0999999999999943,-5.0,0.8999999999999986,2.8000000000000114,-10.0,3.3999999999999986,7.400000000000006,-15.0
2015226N15164,2015,8,24,6,32.6,149.2,0.29999999999999716,1.700000000000017,-5.0,1.2999999999999972,3.8000000000000114,-10.0,,,
2015226N15164,2015,8,24,12,32.9,150.9,1.0,2.0999999999999943,-5.0,2.5,4.599999999999994,-5.0,,,
2015226N15164,2015,8,24,18,33.9,153.0,1.5,2.5,0.0,,,,,,
2015226N15164,2015,8,25,0,35.4,155.5,,,,,,,,,
2015229N08212,2015,9,2,0,24.0,179.7,0.3000000000000007,-0.39999999999997726,0.0,0.5,-0.799999999999983,-10.0,0.6999999999999993,-1.5,-10.0
2015229N08212,2015,9,2,6,24.3,179.3,0.1999999999999993,-0.4000000000000057,-10.0,0.3999999999999986,-0.9000000000000057,-10.0,0.3000000000000007,-1.3000000000000114,-10.0
2015229N08212,2015,9,2,12,24.5,178.9,0.1999999999999993,-0.5,0.0,0.1999999999999993,-0.700000000000017,0.0,-0.10000000000000142,-1.200000000000017,0.0
2015229N08212,2015,9,2,18,24.7,178.4,0.0,-0.20000000000001705,0.0,-0.09999999999999787,-0.4000000000000057,0.0,-0.5999999999999979,-1.0,0.0
2015229N08212,2015,9,3,0,24.7,178.2,-0.09999999999999787,-0.19999999999998863,0.0,-0.3000000000000007,-0.5,0.0,-0.8999999999999986,-1.299999999999983,-5.0
2015229N08212,2015,9,3,6,24.6,178.0,-0.20000000000000284,-0.30000000000001137,0.0,-0.5,-0.5999999999999943,0.0,-1.0,-1.6999999999999886,-5.0
2015229N08212,2015,9,3,12,24.4,177.7,-0.29999999999999716,-0.29999999999998295,0.0,-0.5999999999999979,-0.799999999999983,-5.0,-0.8999999999999986,-2.0,-5.0
2015229N08212,2015,9,3,18,24.1,177.4,-0.3000000000000007,-0.5,-5.0,-0.5,-1.0999999999999943,-5.0,-0.6000000000000014,-2.5999999999999943,-5.0
2015229N08212,2015,9,4,0,23.8,176.9,-0.1999999999999993,-0.5999999999999943,0.0,-0.3000000000000007,-1.200000000000017,0.0,-0.3000000000000007,-3.0,0.0
2015229N08212,2015,9,4,6,23.6,176.3,-0.10000000000000142,-0.6000000000000227,0.0,-0.10000000000000142,-1.5,0.0,0.0,-3.5,10.0
2015229N08212,2015,9,4,12,23.5,175.7,0.0,-0.8999999999999773,0.0,0.0,-1.799999999999983,0.0,0.10000000000000142,-4.0,10.0
2015229N08212,2015,9,4,18,23.5,174.8,0.0,-0.9000000000000057,0.0,0.10000000000000142,-2.0,10.0,0.1999999999999993,-4.200000000000017,15.0
2015229N08212,2015,9,5,0,23.5,173.9,0.10000000000000142,-1.0999999999999943,10.0,0.10000000000000142,-2.200000000000017,10.0,0.3999999999999986,-4.400000000000006,15.0
2015229N08212,2015,9,5,6,23.6,172.8,0.0,-1.1000000000000227,0.0,0.09999999999999787,-2.200000000000017,5.0,0.3999999999999986,-4.200000000000017,5.0
2015229N08212,2015,9,5,12,23.6,171.7,0.09999999999999787,-1.0999999999999943,5.0,0.29999999999999716,-2.1999999999999886,5.0,0.6999999999999993,-4.199999999999989,0.0
2015229N08212,2015,9,5,18,23.7,170.6,0.1999999999999993,-1.0999999999999943,0.0,0.3000000000000007,-2.0,0.0,0.6999999999999993,-4.299999999999983,-5.0
2015229N08212,2015,9,6,0,23.9,169.5,0.10000000000000142,-0.9000000000000057,0.0,0.40000000000000213,-2.0,-5.0,0.8000000000000007,-4.099999999999994,-5.0
2015229N08212,2015,9,6,6,24.0,168.6,0.3000000000000007,-1.0999999999999943,-5.0,0.3999999999999986,-2.299999999999983,-5.0,1.0,-4.400000000000006,-5.0
2015229N08212,2015,9,6,12,24.3,167.5,0.09999999999999787,-1.1999999999999886,0.0,0.3999999999999986,-2.0999999999999943,0.0,0.8999999999999986,-4.599999999999994,-5.0
2015229N08212,2015,9,6,18,24.4,166.3,0.3000000000000007,-0.9000000000000057,0.0,0.6000000000000014,-2.1000000000000227,0.0,1.2000000000000028,-4.600000000000023,-5.0
2015229N08212,2015,9,7,0,24.7,165.4,0.3000000000000007,-1.200000000000017,0.0,0.5,-2.5,-5.0,1.4000000000000021,-5.200000000000017,-5.0
2015229N08212,2015,9,7,6,25.0,164.2,0.1999999999999993,-1.299999999999983,-5.0,0.6000000000000014,-2.5,-5.0,1.6999999999999993,-5.5,-5.0
2015229N08212,2015,9,7,12,25.2,162.9,0.40000000000000213,-1.200000000000017,0.0,0.9000000000000021,-2.700000000000017,0.0,2.0,-5.599999999999994,0.0
2015229N08212,2015,9,7,18,25.6,161.7,0.5,-1.5,0.0,1.0999999999999979,-3.0,0.0,2.5,-5.799999999999983,-5.0
2015229N08212,2015,9,8,0,26.1,160.2,0.5999999999999979,-1.5,0.0,1.0999999999999979,-2.8999999999999773,0.0,2.8999999999999986,-5.5,-5.0
2015229N08212,2015,9,8,6,26.7,158.7,0.5,-1.3999999999999773,0.0,1.4000000000000021,-2.799999999999983,-5.0,3.1000000000000014,-5.299999999999983,-5.0
2015229N08212,2015,9,8,12,27.2,157.3,0.9000000000000021,-1.4000000000000057,-5.0,1.8000000000000007,-2.6000000000000227,-5.0,3.5,-5.0,-10.0
2015229N08212,2015,9,8,18,28.1,155.9,0.8999999999999986,-1.200000000000017,0.0,1.6999999999999993,-2.5,0.0,3.5,-4.900000000000006,-5.0
2015229N08212,2015,9,9,0,29.0,154.7,0.8000000000000007,-1.299999999999983,0.0,1.6999999999999993,-2.3999999999999773,-5.0,3.6000000000000014,-4.599999999999994,-5.0
2015229N08212,2015,9,9,6,29.8,153.4,0.8999999999999986,-1.0999999999999943,-5.0,1.8000000000000007,-2.4000000000000057,-5.0,3.9999999999999964,-4.0,-5.0
2015229N08212,2015,9,9,12,30.7,152.3,0.9000000000000021,-1.3000000000000114,0.0,1.9000000000000021,-2.200000000000017,0.0,4.300000000000001,-3.6000000000000227,0.0
2015229N08212,2015,9,9,18,31.6,151.0,1.0,-0.9000000000000057,0.0,2.1999999999999957,-1.5999999999999943,0.0,5.199999999999996,-3.0,0.0
2015229N08212,2015,9,10,0,32.6,150.1,1.1999999999999957,-0.6999999999999886,0.0,2.3999999999999986,-1.4000000000000057,0.0,5.899999999999999,-2.799999999999983,0.0
2015229N08212,2015,9,10,6,33.8,149.4,1.2000000000000028,-0.700000000000017,0.0,3.0,-1.4000000000000057,0.0,6.800000000000004,-2.0999999999999943,0.0
2015229N08212,2015,9,10,12,35.0,148.7,1.7999999999999972,-0.6999999999999886,0.0,3.5,-1.3999999999999773,0.0,,,
2015229N08212,2015,9,10,18,36.8,148.0,1.7000000000000028,-0.6999999999999886,0.0,3.8000000000000043,-0.6999999999999886,0.0,,,
2015229N08212,2015,9,11,0,38.5,147.3,2.1000000000000014,0.0,0.0,,,,,,
2015229N08212,2015,9,11,6,40.6,147.3,,,,,,,,,
2015257N14152,2015,9,15,18,18.6,149.3,0.5999999999999979,-0.9000000000000057,10.0,1.1999999999999993,-2.0,20.0,1.7999999999999972,-3.700000000000017,30.0
2015257N14152,2015,9,16,0,19.2,148.4,0.6000000000000014,-1.0999999999999943,10.0,0.6999999999999993,-2.0,15.0,1.8000000000000007,-3.5999999999999943,25.0
2015257N14152,2015,9,16,6,19.8,147.3,0.09999999999999787,-0.9000000000000057,5.0,0.5999999999999979,-1.700000000000017,10.0,1.8999999999999986,-3.1000000000000227,20.0
2015257N14152,2015,9,16,12,19.9,146.4,0.5,-0.8000000000000114,5.0,1.1000000000000014,-1.5999999999999943,10.0,2.3000000000000007,-2.9000000000000057,25.0
2015257N14152,2015,9,16,18,20.4,145.6,0.6000000000000014,-0.799999999999983,5.0,1.3000000000000007,-1.4000000000000057,10.0,2.5,-2.799999999999983,20.0
2015257N14152,2015,9,17,0,21.0,144.8,0.6999999999999993,-0.6000000000000227,5.0,1.1999999999999993,-1.3000000000000114,15.0,2.6999999999999993,-2.3000000000000114,15.0
2015257N14152,2015,9,17,6,21.7,144.2,0.5,-0.6999999999999886,10.0,1.1999999999999993,-1.3999999999999773,10.0,3.0,-1.8999999999999773,5.0
2015257N14152,2015,9,17,12,22.2,143.5,0.6999999999999993,-0.6999999999999886,0.0,1.5,-1.0,0.0,3.400000000000002,-1.1999999999999886,-5.0
2015257N14152,2015,9,17,18,22.9,142.8,0.8000000000000007,-0.30000000000001137,0.0,1.8000000000000007,-0.5,-5.0,3.8000000000000007,-0.10000000000002274,-10.0
2015257N14152,2015,9,18,0,23.7,142.5,1.0,-0.19999999999998863,-5.0,1.9000000000000021,-0.19999999999998863,-5.0,4.199999999999999,0.8000000000000114,-15.0
2015257N14152,2015,9,18,6,24.7,142.3,0.9000000000000021,0.0,0.0,2.0,0.39999999999997726,-5.0,4.199999999999999,1.8999999999999773,-10.0
2015257N14152,2015,9,18,12,25.6,142.3,1.0999999999999979,0.39999999999997726,-5.0,2.299999999999997,1.0,-10.0,4.399999999999999,2.8999999999999773,-15.0
2015257N14152,2015,9,18,18,26.7,142.7,1.1999999999999993,0.6000000000000227,-5.0,2.1999999999999993,1.5,-5.0,4.199999999999999,3.5,-15.0
2015257N14152,2015,9,19,0,27.9,143.3,1.0,0.8999999999999773,0.0,2.1000000000000014,1.8999999999999773,-5.0,3.900000000000002,3.799999999999983,-20.0
2015257N14152,2015,9,19,6,28.9,144.2,1.1000000000000014,1.0,-5.0,2.0,2.0,-10.0,4.0,3.9000000000000057,-25.0
2015257N14152,2015,9,19,12,30.0,145.2,0.8999999999999986,1.0,-5.0,1.8000000000000007,1.9000000000000057,-15.0,4.0,4.0,-25.0
2015257N14152,2015,9,19,18,30.9,146.2,0.9000000000000021,0.9000000000000057,-10.0,2.0,1.9000000000000057,-15.0,4.300000000000004,4.400000000000006,-20.0
2015257N14152,2015,9,20,0,31.8,147.1,1.0999999999999979,1.0,-5.0,2.1999999999999993,2.0999999999999943,-10.0,4.300000000000001,4.300000000000011,-5.0
2015257N14152,2015,9,20,6,32.9,148.1,1.1000000000000014,1.0999999999999943,-5.0,2.3000000000000043,2.5,-5.0,3.5,3.8000000000000114,-5.0
2015257N14152,2015,9,20,12,34.0,149.2,1.2000000000000028,1.4000000000000057,0.0,2.1000000000000014,2.200000000000017,5.0,,,
2015257N14152,2015,9,20,18,35.2,150.6,0.8999999999999986,0.8000000000000114,5.0,1.1999999999999957,1.3000000000000114,0.0,,,
